SUMMARY,DATE,AGENT,server_name,day_of_week,hour_of_day,AGENT_encoded,DATE_numeric,svm_results
Service: syslog-ng Agent is Stopped,2023-01-17 04:08:11,ms_win,ms_win_server_79,1,4,3,1673928491000000000,1
Current memory usage percentage is 50%,2023-01-17 04:12:57,Application,Application_server_109,1,4,0,1673928777000000000,1
Process : nbrmms is running successfully,2023-01-17 04:17:42,Application,Application_server_324,1,4,0,1673929062000000000,1
system: Processor Queue Length is 13. Total Processor Time  is 90 percent,2023-01-17 04:22:38,ms_win,ms_win_server_24,1,4,3,1673929358000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 04:27:45,Application,Application_server_292,1,4,0,1673929665000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 04:32:51,Application,Application_server_158,1,4,0,1673929971000000000,1
Total CPU Utilization = 55%,2023-01-17 04:37:52,Application,Application_server_365,1,4,0,1673930272000000000,1
Process : java is running successfully,2023-01-17 04:43:10,Application,Application_server_370,1,4,0,1673930590000000000,1
Service: masvc is running,2023-01-17 04:48:29,ms_win,ms_win_server_8,1,4,3,1673930909000000000,1
splunkd is running successfully,2023-01-17 04:52:57,Application,Application_server_348,1,4,0,1673931177000000000,1
Process : nbrmms is running successfully,2023-01-17 04:57:57,Application,Application_server_457,1,4,0,1673931477000000000,1
Process : nbrmms is running successfully,2023-01-17 05:03:13,Application,Application_server_181,1,5,0,1673931793000000000,1
[MAN] The PERC1 battery is high.,2023-01-17 05:08:02,dell-idrac,dell-idrac_server_41,1,5,1,1673932082000000000,-1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 05:12:40,Application,Application_server_30,1,5,0,1673932360000000000,1
CHRONY : process is running successfully,2023-01-17 05:17:20,linux_ix86,linux_ix86_server_71,1,5,2,1673932640000000000,1
Process : TaskRoutingService is running successfully,2023-01-17 05:22:59,Application,Application_server_31,1,5,0,1673932979000000000,1
Process : java is running successfully,2023-01-17 05:27:33,Application,Application_server_160,1,5,0,1673933253000000000,1
Service: Domain Time Client is running,2023-01-17 05:32:21,ms_win,ms_win_server_44,1,5,3,1673933541000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 05:37:55,Application,Application_server_231,1,5,0,1673933875000000000,-1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-17 05:42:31,linux_ix86,linux_ix86_server_50,1,5,2,1673934151000000000,-1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is Stopped,2023-01-17 05:47:23,Application,Application_server_513,1,5,0,1673934443000000000,1
[MAN] Log /var/log/messages kernel: sd Unrecovered read error.,2023-01-17 05:52:36,linux_ix86,linux_ix86_server_111,1,5,2,1673934756000000000,1
*CP01*nodeagent is missing,2023-01-17 05:57:29,websphere,websphere_server_10,1,5,4,1673935049000000000,1
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-17 06:02:46,linux_ix86,linux_ix86_server_27,1,6,2,1673935366000000000,1
Process : nbsvcmon is running successfully,2023-01-17 06:07:42,Application,Application_server_1,1,6,0,1673935662000000000,1
Process : TaskRoutingService is running successfully,2023-01-17 06:12:13,Application,Application_server_52,1,6,0,1673935933000000000,1
Service: Domain Time Client is running,2023-01-17 06:17:21,ms_win,ms_win_server_76,1,6,3,1673936241000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-17 06:22:17,linux_ix86,linux_ix86_server_15,1,6,2,1673936537000000000,1
Current memory usage percentage is 40%,2023-01-17 06:27:05,Application,Application_server_488,1,6,0,1673936825000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 06:32:01,Application,Application_server_49,1,6,0,1673937121000000000,1
Process : nbrmms is running successfully,2023-01-17 06:36:33,Application,Application_server_462,1,6,0,1673937393000000000,1
Process : nbsvcmon is running successfully,2023-01-17 06:41:29,Application,Application_server_405,1,6,0,1673937689000000000,1
"[MAN] Log /var/log/messages .995160+08:00 serverabc123 hp-ams[794]: CRITICAL: Network Adapter Link Down (Slot 5, Port 1)",2023-01-17 06:46:44,linux_ix86,linux_ix86_server_147,1,6,2,1673938004000000000,-1
Service: masvc is running,2023-01-17 06:52:27,ms_win,ms_win_server_71,1,6,3,1673938347000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 06:57:23,Application,Application_server_291,1,6,0,1673938643000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 07:01:51,websphere,websphere_server_5,1,7,4,1673938911000000000,1
Process : java is running successfully,2023-01-17 07:06:39,Application,Application_server_345,1,7,0,1673939199000000000,1
Service: syslog-ng Agent is Stopped,2023-01-17 07:11:33,ms_win,ms_win_server_54,1,7,3,1673939493000000000,1
Service: Domain Time Client is running,2023-01-17 07:16:42,ms_win,ms_win_server_28,1,7,3,1673939802000000000,-1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 07:21:51,Application,Application_server_85,1,7,0,1673940111000000000,1
splunkd is running successfully,2023-01-17 07:27:27,Application,Application_server_500,1,7,0,1673940447000000000,1
Process : TaskRoutingService is running successfully,2023-01-17 07:32:26,Application,Application_server_504,1,7,0,1673940746000000000,1
Service: enstart64 is Stopped,2023-01-17 07:37:04,ms_win,ms_win_server_34,1,7,3,1673941024000000000,1
Process : nbsl is running successfully,2023-01-17 07:41:30,Application,Application_server_83,1,7,0,1673941290000000000,1
Process : nbsl is running successfully,2023-01-17 07:46:35,Application,Application_server_517,1,7,0,1673941595000000000,1
Current memory usage percentage is 80%,2023-01-17 07:51:16,Application,Application_server_33,1,7,0,1673941876000000000,1
Process : nbsl is running successfully,2023-01-17 07:55:51,Application,Application_server_14,1,7,0,1673942151000000000,1
splunkd is running successfully,2023-01-17 08:00:36,Application,Application_server_397,1,8,0,1673942436000000000,1
Total CPU Utilization = 60%,2023-01-17 08:05:29,Application,Application_server_31,1,8,0,1673942729000000000,-1
CHRONY : process is running successfully,2023-01-17 08:09:50,linux_ix86,linux_ix86_server_72,1,8,2,1673942990000000000,-1
Process : java is running successfully,2023-01-17 08:15:14,Application,Application_server_82,1,8,0,1673943314000000000,1
Process : TaskRoutingService is running successfully,2023-01-17 08:20:18,Application,Application_server_44,1,8,0,1673943618000000000,1
Process : nbsl is running successfully,2023-01-17 08:24:39,Application,Application_server_226,1,8,0,1673943879000000000,1
Process : TaskRoutingService is not running,2023-01-17 08:29:06,Application,Application_server_151,1,8,0,1673944146000000000,1
Process : nbsvcmon is running successfully,2023-01-17 08:34:18,Application,Application_server_125,1,8,0,1673944458000000000,1
Service: enstart64 is running,2023-01-17 08:39:07,ms_win,ms_win_server_34,1,8,3,1673944747000000000,1
splunkd is running successfully,2023-01-17 08:43:46,Application,Application_server_74,1,8,0,1673945026000000000,1
Process : nbrmms is running successfully,2023-01-17 08:48:20,Application,Application_server_440,1,8,0,1673945300000000000,1
Service: syslog-ng Agent is Stopped,2023-01-17 08:53:39,ms_win,ms_win_server_67,1,8,3,1673945619000000000,1
splunkd is running successfully,2023-01-17 08:58:33,Application,Application_server_68,1,8,0,1673945913000000000,1
Current memory usage percentage is 70%,2023-01-17 09:03:48,Application,Application_server_72,1,9,0,1673946228000000000,-1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 09:09:21,websphere,websphere_server_2,1,9,4,1673946561000000000,1
Process : nbrmms is running successfully,2023-01-17 09:14:05,Application,Application_server_215,1,9,0,1673946845000000000,1
Process : java is running successfully,2023-01-17 09:19:10,Application,Application_server_68,1,9,0,1673947150000000000,1
Current memory usage percentage is 60%,2023-01-17 09:24:13,Application,Application_server_273,1,9,0,1673947453000000000,1
Process : P84xConnectorService is not running,2023-01-17 09:28:50,Application,Application_server_450,1,9,0,1673947730000000000,1
Process : nbrmms is running successfully,2023-01-17 09:33:58,Application,Application_server_228,1,9,0,1673948038000000000,1
*CP01*nodeagent is missing,2023-01-17 09:38:41,websphere,websphere_server_5,1,9,4,1673948321000000000,1
Filesystem:  / is 75 full,2023-01-17 09:43:32,linux_ix86,linux_ix86_server_99,1,9,2,1673948612000000000,1
CHRONY : process is running successfully,2023-01-17 09:48:41,linux_ix86,linux_ix86_server_132,1,9,2,1673948921000000000,1
Total CPU Utilization = 50%,2023-01-17 09:53:51,Application,Application_server_274,1,9,0,1673949231000000000,1
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-17 09:58:37,dell-idrac,dell-idrac_server_5,1,9,1,1673949517000000000,1
Process : nbsl is not running,2023-01-17 10:03:34,Application,Application_server_211,1,10,0,1673949814000000000,1
Filesystem:  / is 70 full,2023-01-17 10:08:39,linux_ix86,linux_ix86_server_120,1,10,2,1673950119000000000,1
Current memory usage percentage is 60%,2023-01-17 10:13:36,Application,Application_server_234,1,10,0,1673950416000000000,1
Total CPU Utilization = 50%,2023-01-17 10:19:00,Application,Application_server_404,1,10,0,1673950740000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 10:23:52,Application,Application_server_215,1,10,0,1673951032000000000,1
Filesystem:  / is 70 full,2023-01-17 10:29:02,linux_ix86,linux_ix86_server_111,1,10,2,1673951342000000000,1
Process : nbsvcmon is running successfully,2023-01-17 10:33:54,Application,Application_server_347,1,10,0,1673951634000000000,1
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-17 10:38:35,dell-idrac,dell-idrac_server_3,1,10,1,1673951915000000000,1
Filesystem:  / is 95 full,2023-01-17 10:43:23,linux_ix86,linux_ix86_server_127,1,10,2,1673952203000000000,1
CHRONY : process is running successfully,2023-01-17 10:48:42,linux_ix86,linux_ix86_server_45,1,10,2,1673952522000000000,1
system: Processor Queue Length is 0,2023-01-17 10:53:54,ms_win,ms_win_server_71,1,10,3,1673952834000000000,1
Current memory usage percentage is 80%,2023-01-17 10:58:59,Application,Application_server_216,1,10,0,1673953139000000000,1
system: Processor Queue Length is 0,2023-01-17 11:03:03,ms_win,ms_win_server_23,1,11,3,1673953383000000000,1
system: Processor Queue Length is 0,2023-01-17 11:08:02,ms_win,ms_win_server_97,1,11,3,1673953682000000000,1
Process : nbsl is running successfully,2023-01-17 11:13:01,Application,Application_server_152,1,11,0,1673953981000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 11:17:53,Application,Application_server_310,1,11,0,1673954273000000000,-1
Process : java is running successfully,2023-01-17 11:22:34,Application,Application_server_302,1,11,0,1673954554000000000,1
Total CPU Utilization = 50%,2023-01-17 11:28:10,Application,Application_server_189,1,11,0,1673954890000000000,1
system: Processor Queue Length is 0,2023-01-17 11:33:05,ms_win,ms_win_server_12,1,11,3,1673955185000000000,1
Filesystem:  / is 70 full,2023-01-17 11:38:10,linux_ix86,linux_ix86_server_126,1,11,2,1673955490000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 11:42:39,Application,Application_server_179,1,11,0,1673955759000000000,1
Total CPU Utilization = 55%,2023-01-17 11:47:30,Application,Application_server_292,1,11,0,1673956050000000000,1
CHRONY : process is running successfully,2023-01-17 11:52:26,linux_ix86,linux_ix86_server_73,1,11,2,1673956346000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 11:57:24,Application,Application_server_256,1,11,0,1673956644000000000,1
Process : nbsvcmon is running successfully,2023-01-17 12:02:32,Application,Application_server_365,1,12,0,1673956952000000000,1
Process : nbsl is running successfully,2023-01-17 12:07:23,Application,Application_server_418,1,12,0,1673957243000000000,1
Process : TaskRoutingService is running successfully,2023-01-17 12:12:44,Application,Application_server_74,1,12,0,1673957564000000000,1
splunkd is running successfully,2023-01-17 12:17:26,Application,Application_server_256,1,12,0,1673957846000000000,1
Service: syslog-ng Agent is running,2023-01-17 12:22:34,ms_win,ms_win_server_8,1,12,3,1673958154000000000,1
Service: masvc is running,2023-01-17 12:27:42,ms_win,ms_win_server_32,1,12,3,1673958462000000000,1
splunkd is running successfully,2023-01-17 12:32:48,Application,Application_server_276,1,12,0,1673958768000000000,1
Process : TaskRoutingService is running successfully,2023-01-17 12:37:28,Application,Application_server_136,1,12,0,1673959048000000000,1
Service: syslog-ng Agent is running,2023-01-17 12:42:36,ms_win,ms_win_server_75,1,12,3,1673959356000000000,1
system: Processor Queue Length is 0,2023-01-17 12:47:44,ms_win,ms_win_server_35,1,12,3,1673959664000000000,1
Process : nbsl is running successfully,2023-01-17 12:52:47,Application,Application_server_471,1,12,0,1673959967000000000,1
Total CPU Utilization = 55%,2023-01-17 12:57:41,Application,Application_server_275,1,12,0,1673960261000000000,1
Service: syslog-ng Agent is running,2023-01-17 13:03:04,ms_win,ms_win_server_36,1,13,3,1673960584000000000,1
system: Processor Queue Length is 0,2023-01-17 13:08:37,ms_win,ms_win_server_20,1,13,3,1673960917000000000,1
Process : nbrmms is running successfully,2023-01-17 13:13:31,Application,Application_server_13,1,13,0,1673961211000000000,1
Process : java is running successfully,2023-01-17 13:18:27,Application,Application_server_516,1,13,0,1673961507000000000,-1
Process : nbrmms is running successfully,2023-01-17 13:22:47,Application,Application_server_103,1,13,0,1673961767000000000,1
Process : nbsl is running successfully,2023-01-17 13:27:30,Application,Application_server_287,1,13,0,1673962050000000000,-1
Process : nbsvcmon is running successfully,2023-01-17 13:32:35,Application,Application_server_338,1,13,0,1673962355000000000,-1
Current memory usage percentage is 50%,2023-01-17 13:37:52,Application,Application_server_41,1,13,0,1673962672000000000,1
CHRONY : process is running successfully,2023-01-17 13:43:02,linux_ix86,linux_ix86_server_118,1,13,2,1673962982000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 13:47:56,Application,Application_server_241,1,13,0,1673963276000000000,1
Process : nbrmms is running successfully,2023-01-17 13:53:06,Application,Application_server_479,1,13,0,1673963586000000000,1
CHRONY : process is running successfully,2023-01-17 13:58:09,linux_ix86,linux_ix86_server_96,1,13,2,1673963889000000000,1
Current memory usage percentage is 60%,2023-01-17 14:03:18,Application,Application_server_380,1,14,0,1673964198000000000,1
Total CPU Utilization = 75%,2023-01-17 14:08:35,Application,Application_server_68,1,14,0,1673964515000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 14:13:15,Application,Application_server_113,1,14,0,1673964795000000000,1
splunkd is running successfully,2023-01-17 14:18:42,Application,Application_server_392,1,14,0,1673965122000000000,1
Service: masvc is running,2023-01-17 14:24:16,ms_win,ms_win_server_91,1,14,3,1673965456000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 14:29:15,Application,Application_server_10,1,14,0,1673965755000000000,1
Process : nbrmms is running successfully,2023-01-17 14:33:55,Application,Application_server_129,1,14,0,1673966035000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 14:38:48,websphere,websphere_server_38,1,14,4,1673966328000000000,-1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-17 14:43:46,websphere,websphere_server_52,1,14,4,1673966626000000000,1
splunkd is running successfully,2023-01-17 14:48:35,Application,Application_server_371,1,14,0,1673966915000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-17 14:53:21,dell-idrac,dell-idrac_server_9,1,14,1,1673967201000000000,1
Total CPU Utilization = 50%,2023-01-17 14:58:34,Application,Application_server_289,1,14,0,1673967514000000000,1
Current memory usage percentage is 50%,2023-01-17 15:04:12,Application,Application_server_383,1,15,0,1673967852000000000,1
Filesystem:  / is 70 full,2023-01-17 15:08:59,linux_ix86,linux_ix86_server_52,1,15,2,1673968139000000000,1
CHRONY : process is running successfully,2023-01-17 15:14:16,linux_ix86,linux_ix86_server_123,1,15,2,1673968456000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-17 15:19:11,websphere,websphere_server_38,1,15,4,1673968751000000000,1
Process : nbrmms is running successfully,2023-01-17 15:23:53,Application,Application_server_350,1,15,0,1673969033000000000,1
Total CPU Utilization = 75%,2023-01-17 15:29:25,Application,Application_server_164,1,15,0,1673969365000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 15:34:27,Application,Application_server_62,1,15,0,1673969667000000000,-1
Process : TaskRoutingService is running successfully,2023-01-17 15:39:43,Application,Application_server_432,1,15,0,1673969983000000000,-1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 15:44:53,linux_ix86,linux_ix86_server_163,1,15,2,1673970293000000000,1
splunkd is running successfully,2023-01-17 15:50:01,Application,Application_server_64,1,15,0,1673970601000000000,1
CHRONY : process is running successfully,2023-01-17 15:55:14,linux_ix86,linux_ix86_server_114,1,15,2,1673970914000000000,1
Filesystem:  / is 70 full,2023-01-17 16:00:23,linux_ix86,linux_ix86_server_151,1,16,2,1673971223000000000,1
system: Processor Queue Length is 0,2023-01-17 16:05:00,ms_win,ms_win_server_100,1,16,3,1673971500000000000,-1
[MAN] Log /var/log/messages kernel: sd Unrecovered read error.,2023-01-17 16:10:02,linux_ix86,linux_ix86_server_30,1,16,2,1673971802000000000,1
Process : java is running successfully,2023-01-17 16:15:07,Application,Application_server_352,1,16,0,1673972107000000000,1
Filesystem:  / is 70 full,2023-01-17 16:20:00,linux_ix86,linux_ix86_server_163,1,16,2,1673972400000000000,-1
Process : P84xConnectorService is running successfully,2023-01-17 16:24:58,Application,Application_server_264,1,16,0,1673972698000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13210 (server987qwe) Agent is calling clean for resource(cvm_vxconfigd) because 2 successive invocations of the monitor procedure did not complete within the expected time.,2023-01-17 16:29:45,linux_ix86,linux_ix86_server_119,1,16,2,1673972985000000000,1
Process : nbsvcmon is running successfully,2023-01-17 16:34:50,Application,Application_server_166,1,16,0,1673973290000000000,1
Filesystem:  / is 95 full,2023-01-17 16:39:49,linux_ix86,linux_ix86_server_121,1,16,2,1673973589000000000,-1
Filesystem:  / is 85 full,2023-01-17 16:45:02,linux_ix86,linux_ix86_server_4,1,16,2,1673973902000000000,1
Process : nbsl is running successfully,2023-01-17 16:49:50,Application,Application_server_241,1,16,0,1673974190000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 16:55:11,Application,Application_server_457,1,16,0,1673974511000000000,1
system: Processor Queue Length is 0,2023-01-17 17:00:22,ms_win,ms_win_server_78,1,17,3,1673974822000000000,1
Service: masvc is running,2023-01-17 17:05:08,ms_win,ms_win_server_72,1,17,3,1673975108000000000,1
Process : nbsvcmon is running successfully,2023-01-17 17:09:34,Application,Application_server_337,1,17,0,1673975374000000000,1
Process : java is running successfully,2023-01-17 17:14:51,Application,Application_server_264,1,17,0,1673975691000000000,1
Process : java is running successfully,2023-01-17 17:19:37,Application,Application_server_3,1,17,0,1673975977000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 17:24:23,Application,Application_server_23,1,17,0,1673976263000000000,1
Process : nbsl is running successfully,2023-01-17 17:29:25,Application,Application_server_504,1,17,0,1673976565000000000,1
CHRONY : process is running successfully,2023-01-17 17:33:54,linux_ix86,linux_ix86_server_8,1,17,2,1673976834000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 17:38:12,Application,Application_server_112,1,17,0,1673977092000000000,1
Process : nbsvcmon is running successfully,2023-01-17 17:43:10,Application,Application_server_490,1,17,0,1673977390000000000,1
Process : java is running successfully,2023-01-17 17:47:52,Application,Application_server_399,1,17,0,1673977672000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 17:52:58,Application,Application_server_453,1,17,0,1673977978000000000,1
[MAN] The PERC1 battery is high.,2023-01-17 17:57:36,dell-idrac,dell-idrac_server_37,1,17,1,1673978256000000000,1
Service: masvc is Stopped,2023-01-17 18:02:44,ms_win,ms_win_server_97,1,18,3,1673978564000000000,1
[MAN] Log /var/log/messages NIC Link is Down.,2023-01-17 18:07:29,linux_ix86,linux_ix86_server_89,1,18,2,1673978849000000000,1
Process : TaskRoutingService is running successfully,2023-01-17 18:12:12,Application,Application_server_378,1,18,0,1673979132000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-17 18:17:26,linux_ix86,linux_ix86_server_65,1,18,2,1673979446000000000,1
Service: masvc is running,2023-01-17 18:22:54,ms_win,ms_win_server_67,1,18,3,1673979774000000000,1
Total CPU Utilization = 55%,2023-01-17 18:27:52,Application,Application_server_53,1,18,0,1673980072000000000,-1
Filesystem:  / is 70 full,2023-01-17 18:32:28,linux_ix86,linux_ix86_server_67,1,18,2,1673980348000000000,1
CHRONY : process is running successfully,2023-01-17 18:37:19,linux_ix86,linux_ix86_server_38,1,18,2,1673980639000000000,-1
Current memory usage percentage is 60%,2023-01-17 18:42:20,Application,Application_server_413,1,18,0,1673980940000000000,1
Total CPU Utilization = 55%,2023-01-17 18:47:02,Application,Application_server_366,1,18,0,1673981222000000000,1
Process : nbsvcmon is running successfully,2023-01-17 18:52:00,Application,Application_server_444,1,18,0,1673981520000000000,-1
system: Processor Queue Length is 0,2023-01-17 18:56:57,ms_win,ms_win_server_96,1,18,3,1673981817000000000,1
splunkd is running successfully,2023-01-17 19:01:49,Application,Application_server_138,1,19,0,1673982109000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 19:06:32,Application,Application_server_519,1,19,0,1673982392000000000,1
Service: syslog-ng Agent is running,2023-01-17 19:11:21,ms_win,ms_win_server_51,1,19,3,1673982681000000000,1
Process : nbsl is running successfully,2023-01-17 19:16:08,Application,Application_server_299,1,19,0,1673982968000000000,1
Total CPU Utilization = 60%,2023-01-17 19:21:10,Application,Application_server_440,1,19,0,1673983270000000000,1
[MAN] The PERC1 battery is high.,2023-01-17 19:25:43,dell-idrac,dell-idrac_server_6,1,19,1,1673983543000000000,1
Process : TaskRoutingService is not running,2023-01-17 19:30:25,Application,Application_server_425,1,19,0,1673983825000000000,1
Process : nbsl is running successfully,2023-01-17 19:35:38,Application,Application_server_220,1,19,0,1673984138000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 19:41:00,linux_ix86,linux_ix86_server_75,1,19,2,1673984460000000000,-1
splunkd is running successfully,2023-01-17 19:45:47,Application,Application_server_314,1,19,0,1673984747000000000,1
Total CPU Utilization = 75%,2023-01-17 19:50:44,Application,Application_server_281,1,19,0,1673985044000000000,1
Filesystem:  / is 75 full,2023-01-17 19:55:34,linux_ix86,linux_ix86_server_141,1,19,2,1673985334000000000,1
[MAN] The PERC1 battery is high.,2023-01-17 20:00:32,dell-idrac,dell-idrac_server_4,1,20,1,1673985632000000000,1
Total CPU Utilization = 50%,2023-01-17 20:05:42,Application,Application_server_184,1,20,0,1673985942000000000,1
Current memory usage percentage is 50%,2023-01-17 20:10:51,Application,Application_server_133,1,20,0,1673986251000000000,1
Service: Domain Time Client is running,2023-01-17 20:15:45,ms_win,ms_win_server_77,1,20,3,1673986545000000000,1
Process : java is running successfully,2023-01-17 20:20:34,Application,Application_server_263,1,20,0,1673986834000000000,1
Process : java is running successfully,2023-01-17 20:25:31,Application,Application_server_355,1,20,0,1673987131000000000,-1
Process : TaskRoutingService is running successfully,2023-01-17 20:30:41,Application,Application_server_469,1,20,0,1673987441000000000,1
Filesystem:  / is 80 full,2023-01-17 20:35:36,linux_ix86,linux_ix86_server_62,1,20,2,1673987736000000000,-1
system: Processor Queue Length is 0,2023-01-17 20:40:22,ms_win,ms_win_server_27,1,20,3,1673988022000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 20:45:04,Application,Application_server_79,1,20,0,1673988304000000000,1
Process : java is running successfully,2023-01-17 20:50:35,Application,Application_server_67,1,20,0,1673988635000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 20:55:38,Application,Application_server_370,1,20,0,1673988938000000000,1
Process : java is running successfully,2023-01-17 20:59:56,Application,Application_server_57,1,20,0,1673989196000000000,1
Process : java is running successfully,2023-01-17 21:04:35,Application,Application_server_176,1,21,0,1673989475000000000,1
Process : nbsl is running successfully,2023-01-17 21:10:11,Application,Application_server_191,1,21,0,1673989811000000000,1
system: Processor Queue Length is 0,2023-01-17 21:15:02,ms_win,ms_win_server_38,1,21,3,1673990102000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 21:20:04,websphere,websphere_server_43,1,21,4,1673990404000000000,1
Current memory usage percentage is 50%,2023-01-17 21:25:06,Application,Application_server_241,1,21,0,1673990706000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 21:30:19,Application,Application_server_306,1,21,0,1673991019000000000,1
CHRONY : process is not running,2023-01-17 21:35:47,linux_ix86,linux_ix86_server_15,1,21,2,1673991347000000000,1
splunkd is running successfully,2023-01-17 21:41:20,Application,Application_server_135,1,21,0,1673991680000000000,1
Total CPU Utilization = 90%,2023-01-17 21:46:05,Application,Application_server_135,1,21,0,1673991965000000000,1
CHRONY : process is running successfully,2023-01-17 21:50:58,linux_ix86,linux_ix86_server_116,1,21,2,1673992258000000000,1
Process : nbrmms is running successfully,2023-01-17 21:55:40,Application,Application_server_503,1,21,0,1673992540000000000,1
*CP01*nodeagent is missing,2023-01-17 22:00:45,websphere,websphere_server_17,1,22,4,1673992845000000000,1
Process : nbrmms is running successfully,2023-01-17 22:06:11,Application,Application_server_304,1,22,0,1673993171000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 22:11:09,Application,Application_server_321,1,22,0,1673993469000000000,1
Process : nbsvcmon is running successfully,2023-01-17 22:16:18,Application,Application_server_373,1,22,0,1673993778000000000,1
Total CPU Utilization = 50%,2023-01-17 22:21:36,Application,Application_server_114,1,22,0,1673994096000000000,-1
Service: masvc is running,2023-01-17 22:26:39,ms_win,ms_win_server_73,1,22,3,1673994399000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 22:31:46,linux_ix86,linux_ix86_server_160,1,22,2,1673994706000000000,1
Current memory usage percentage is 70%,2023-01-17 22:37:19,Application,Application_server_509,1,22,0,1673995039000000000,1
Process : P84xConnectorService is running successfully,2023-01-17 22:42:14,Application,Application_server_61,1,22,0,1673995334000000000,1
Process : java is running successfully,2023-01-17 22:47:08,Application,Application_server_207,1,22,0,1673995628000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 22:52:32,Application,Application_server_439,1,22,0,1673995952000000000,1
Process : TaskRoutingService is running successfully,2023-01-17 22:57:12,Application,Application_server_184,1,22,0,1673996232000000000,1
Process : nbsvcmon is running successfully,2023-01-17 23:02:01,Application,Application_server_501,1,23,0,1673996521000000000,1
CHRONY : process is running successfully,2023-01-17 23:06:13,linux_ix86,linux_ix86_server_82,1,23,2,1673996773000000000,1
Current memory usage percentage is 40%,2023-01-17 23:11:07,Application,Application_server_59,1,23,0,1673997067000000000,1
Process : java is running successfully,2023-01-17 23:15:45,Application,Application_server_444,1,23,0,1673997345000000000,1
Process : nbsvcmon is running successfully,2023-01-17 23:20:48,Application,Application_server_398,1,23,0,1673997648000000000,1
